,State,Maths %,Science %
92633,MP,10.0,9.03
88967,MP,10.0,7.27
88701,MP,10.05,67.27
90373,MP,10.11,67.27
89014,MP,10.17,67.27
89856,MP,10.17,10.36
91622,MP,10.17,9.33
90529,MP,10.17,8.3
90393,MP,10.22,67.27
89693,MP,10.28,67.27
89686,MP,10.34,67.27
89496,MP,10.39,67.27
91327,MP,10.45,67.27
89646,MP,10.51,67.27
88366,MP,10.57,66.07
88286,MP,10.62,66.07
90205,MP,10.68,66.07
91367,MP,10.74,65.45
89602,MP,10.79,65.45
88722,MP,10.85,65.45
87984,MP,10.91,65.45
89510,MP,10.97,65.45
92776,MP,11.02,65.45
89363,MP,11.08,65.45
87617,MP,11.14,65.45
91634,MP,11.19,65.45
91298,MP,11.25,65.45
90377,MP,11.31,65.45
91309,MP,11.37,65.45
91302,MP,11.42,65.45
87608,MP,11.48,64.29
87980,MP,11.54,64.29
90611,MP,11.59,64.29
88737,MP,11.65,64.29
90638,MP,11.67,11.39
88011,MP,11.67,12.42
88410,MP,11.67,13.46
88902,MP,11.67,14.49
87703,MP,11.71,64.29
91297,MP,11.77,64.29
90372,MP,11.82,64.29
89889,MP,11.86,22.15
91540,MP,11.86,15.52
90623,MP,11.86,16.55
88965,MP,11.86,21.82
88970,MP,11.86,21.43
90543,MP,11.86,17.58
88968,MP,11.86,19.64
89107,MP,11.86,18.61
91290,MP,11.88,64.29
88780,MP,11.94,64.29
88282,MP,11.99,64.29
88278,MP,12.05,64.29
91363,MP,12.11,63.64
87973,MP,12.17,63.64
89815,MP,12.22,63.64
90978,MP,12.28,63.64
89614,MP,12.34,63.64
92693,MP,12.39,63.64
89367,MP,12.45,63.64
92772,MP,12.51,63.64
92262,MP,12.57,63.64
91323,MP,12.62,63.64
91295,MP,12.68,63.64
92762,MP,12.74,62.5
91241,MP,12.79,62.5
91257,MP,12.85,62.5
87881,MP,12.91,61.82
87821,MP,12.97,61.82
89022,MP,13.02,61.82
89018,MP,13.08,61.82
87987,MP,13.14,61.82
90389,MP,13.19,61.82
90333,MP,13.25,61.82
90369,MP,13.31,61.82
89217,MP,13.33,22.48
88934,MP,13.33,22.81
88414,MP,13.33,23.14
91059,MP,13.33,26.04
89627,MP,13.33,23.47
92443,MP,13.33,23.8
91463,MP,13.33,24.13
88229,MP,13.33,25.75
88328,MP,13.33,24.46
88973,MP,13.33,25.45
93033,MP,13.33,24.79
92652,MP,13.33,25.12
87829,MP,13.37,61.82
92081,MP,13.42,61.82
89975,MP,13.48,61.82
91316,MP,13.54,61.82
91450,MP,13.56,26.34
92418,MP,13.56,26.63
92963,MP,13.56,26.93
91277,MP,13.56,27.23
91454,MP,13.56,27.52
91618,MP,13.56,29.0
88841,MP,13.56,28.71
90549,MP,13.56,27.82
90524,MP,13.56,28.11
90399,MP,13.56,28.41
88010,MP,13.59,61.82
93013,MP,13.65,61.82
92747,MP,13.71,60.71
87983,MP,13.77,60.71
89128,MP,13.82,60.71
89426,MP,13.88,60.71
91385,MP,13.94,60.71
87695,MP,13.99,60.71
90564,MP,14.05,60.71
89342,MP,14.11,60.71
90580,MP,14.17,60.0
88745,MP,14.22,60.0
92788,MP,14.28,60.0
88766,MP,14.34,60.0
90317,MP,14.39,60.0
89360,MP,14.45,60.0
89420,MP,14.51,60.0
88573,MP,14.57,60.0
91643,MP,14.62,60.0
88342,MP,14.68,60.0
91382,MP,14.74,60.0
90279,MP,14.79,60.0
90277,MP,14.85,60.0
88356,MP,14.91,58.93
87989,MP,14.97,58.93
90606,MP,15.0,29.3
91421,MP,15.0,29.59
90097,MP,15.0,31.37
93191,MP,15.0,29.89
89112,MP,15.0,30.19
88217,MP,15.0,31.07
89467,MP,15.0,30.48
90310,MP,15.0,30.78
87960,MP,15.02,58.93
89577,MP,15.08,58.93
91364,MP,15.14,58.93
89512,MP,15.19,58.93
92444,MP,15.25,31.67
88191,MP,15.25,31.96
88716,MP,15.25,32.26
91892,MP,15.25,32.56
89264,MP,15.25,32.85
90665,MP,15.25,33.15
92981,MP,15.25,33.44
89925,MP,15.25,33.74
93077,MP,15.25,34.04
92198,MP,15.25,34.33
88571,MP,15.25,34.63
93030,MP,15.25,34.92
91090,MP,15.25,35.22
91333,MP,15.25,35.52
88853,MP,15.25,36.7
93057,MP,15.25,35.81
92474,MP,15.25,36.11
90041,MP,15.25,36.4
89809,MP,15.25,58.93
90400,MP,15.31,58.93
88674,MP,15.37,58.93
90316,MP,15.42,58.93
91301,MP,15.48,58.93
91294,MP,15.54,58.93
89549,MP,15.59,58.18
90973,MP,15.65,58.18
89557,MP,15.71,58.18
89546,MP,15.77,58.18
91130,MP,15.82,58.18
90970,MP,15.88,58.18
90385,MP,15.94,58.18
88469,MP,16.0,58.18
92084,MP,16.05,58.18
91326,MP,16.11,58.18
91637,MP,16.17,58.18
90297,MP,16.22,58.18
89965,MP,16.28,58.18
90471,MP,16.34,58.18
91368,MP,16.4,57.14
90568,MP,16.45,57.14
87903,MP,16.51,57.14
89806,MP,16.57,57.14
89560,MP,16.62,57.14
91543,MP,16.67,37.0
93058,MP,16.67,37.29
93055,MP,16.67,37.59
88952,MP,16.67,38.18
88914,MP,16.67,37.88
89556,MP,16.68,57.14
89548,MP,16.74,57.14
89685,MP,16.8,57.14
90392,MP,16.85,57.14
91381,MP,16.91,57.14
92991,MP,16.95,38.11
93091,MP,16.95,37.96
89215,MP,16.95,38.03
91168,MP,16.95,37.89
91160,MP,16.95,37.74
88812,MP,16.95,37.82
93226,MP,16.95,37.38
93073,MP,16.95,37.45
92194,MP,16.95,37.52
88947,MP,16.95,37.6
87780,MP,16.95,37.67
87784,MP,16.95,37.31
89878,MP,16.95,36.3
92441,MP,16.95,37.16
88160,MP,16.95,37.23
89906,MP,16.95,37.02
88567,MP,16.95,37.09
89329,MP,16.95,36.94
91503,MP,16.95,36.8
90671,MP,16.95,36.87
92681,MP,16.95,36.72
90074,MP,16.95,36.36
91172,MP,16.95,36.65
92625,MP,16.95,36.58
90307,MP,16.95,36.51
90531,MP,16.95,36.43
89696,MP,16.97,57.14
89681,MP,17.02,57.14
89683,MP,17.08,57.14
87876,MP,17.14,57.14
87704,MP,17.2,56.36
88369,MP,17.25,56.36
89564,MP,17.31,56.36
90337,MP,17.37,56.36
88110,MP,17.42,56.36
89404,MP,17.48,56.36
89969,MP,17.54,56.36
87899,MP,17.6,55.36
89509,MP,17.65,55.36
89810,MP,17.71,55.36
90551,MP,17.77,55.36
90995,MP,17.82,55.36
90376,MP,17.88,55.36
90384,MP,17.94,55.36
90388,MP,18.0,55.36
89422,MP,18.05,55.36
89133,MP,18.11,55.36
90578,MP,18.17,54.55
89506,MP,18.22,54.55
91400,MP,18.28,54.55
90651,MP,18.33,36.24
91089,MP,18.33,36.19
92927,MP,18.33,36.07
89651,MP,18.33,36.13
92637,MP,18.33,35.9
91895,MP,18.33,35.96
91146,MP,18.33,36.01
89881,MP,18.33,35.09
93101,MP,18.33,35.67
92248,MP,18.33,35.72
89611,MP,18.33,35.78
88688,MP,18.33,35.84
88936,MP,18.33,35.55
88824,MP,18.33,35.61
89873,MP,18.33,35.14
92680,MP,18.33,35.49
90518,MP,18.33,35.38
89465,MP,18.33,35.43
89476,MP,18.33,35.32
90040,MP,18.33,35.26
91485,MP,18.33,35.2
88290,MP,18.34,54.55
92658,MP,18.4,54.55
89979,MP,18.45,54.55
88073,MP,18.51,54.55
89115,MP,18.57,54.55
88763,MP,18.62,54.55
91426,MP,18.64,35.03
92352,MP,18.64,34.91
92094,MP,18.64,34.97
92504,MP,18.64,34.8
91545,MP,18.64,34.86
92942,MP,18.64,34.74
90381,MP,18.64,33.51
91286,MP,18.64,34.68
92435,MP,18.64,34.51
90415,MP,18.64,34.57
87718,MP,18.64,34.62
93050,MP,18.64,34.45
92415,MP,18.64,34.39
93105,MP,18.64,34.28
92179,MP,18.64,34.34
90765,MP,18.64,33.93
93102,MP,18.64,34.16
93067,MP,18.64,34.22
90502,MP,18.64,34.1
93223,MP,18.64,33.99
92912,MP,18.64,34.05
91291,MP,18.68,54.55
90428,MP,18.74,54.55
90313,MP,18.8,54.55
87592,MP,18.85,53.57
89814,MP,18.91,53.57
87731,MP,18.97,53.57
89637,MP,19.02,53.57
92733,MP,19.08,53.57
90364,MP,19.14,53.57
88760,MP,19.2,53.57
90743,MP,19.25,53.57
89765,MP,19.31,52.73
89553,MP,19.37,52.73
90339,MP,19.42,52.73
90397,MP,19.48,52.73
92092,MP,19.54,52.73
89411,MP,19.6,52.73
93000,MP,19.65,52.73
89987,MP,19.71,52.73
93114,MP,19.77,52.73
91319,MP,19.82,52.73
89193,MP,19.88,52.73
91440,MP,19.94,52.73
88126,MP,20.0,52.73
88432,MP,20.0,33.09
90647,MP,20.0,32.26
88167,MP,20.0,32.67
92934,MP,20.0,31.42
92013,MP,20.0,31.84
93047,MP,20.0,29.75
92205,MP,20.0,30.16
91539,MP,20.0,30.58
88907,MP,20.0,31.0
92431,MP,20.0,28.49
91437,MP,20.0,28.91
89255,MP,20.0,29.33
92945,MP,20.0,28.07
91989,MP,20.0,27.66
90450,MP,20.0,24.31
91678,MP,20.0,26.82
89057,MP,20.0,27.24
93107,MP,20.0,26.4
92434,MP,20.0,25.98
92228,MP,20.0,25.56
92641,MP,20.0,25.14
91455,MP,20.0,24.73
90158,MP,20.05,52.73
87976,MP,20.11,51.79
88700,MP,20.17,51.79
88686,MP,20.22,51.79
88767,MP,20.28,51.79
89362,MP,20.34,51.79
92638,MP,20.34,23.47
91269,MP,20.34,23.89
88429,MP,20.34,23.05
93087,MP,20.34,22.64
89874,MP,20.34,16.5
91094,MP,20.34,21.8
90298,MP,20.34,22.22
88371,MP,20.34,21.38
93172,MP,20.34,20.96
90458,MP,20.34,16.45
93200,MP,20.34,20.12
91496,MP,20.34,20.54
91177,MP,20.34,19.71
90160,MP,20.34,19.29
93100,MP,20.34,18.87
88865,MP,20.34,16.41
92585,MP,20.34,18.45
91143,MP,20.34,18.03
90170,MP,20.34,16.36
93219,MP,20.34,17.61
90011,MP,20.34,17.2
88176,MP,20.34,16.78
89108,MP,20.4,51.79
92862,MP,20.45,51.79
92869,MP,20.51,51.79
89030,MP,20.57,51.79
89471,MP,20.62,51.79
88457,MP,20.68,50.91
89031,MP,20.74,50.91
90963,MP,20.8,50.91
89575,MP,20.85,50.91
90351,MP,20.91,50.91
90432,MP,20.97,50.91
92703,MP,21.02,50.91
87753,MP,21.08,50.91
91308,MP,21.14,50.91
88105,MP,21.2,50.91
90943,MP,21.25,50.91
89892,MP,21.31,50.91
90194,MP,21.37,50.91
89032,MP,21.42,50.91
89278,MP,21.48,50.91
90198,MP,21.54,50.91
88721,MP,21.6,50.0
90966,MP,21.65,50.0
88918,MP,21.67,16.54
92938,MP,21.67,16.59
90658,MP,21.67,16.63
90668,MP,21.67,16.68
92420,MP,21.67,16.72
93147,MP,21.67,16.77
89337,MP,21.67,16.81
89877,MP,21.67,24.75
92924,MP,21.67,16.86
91635,MP,21.67,16.91
92422,MP,21.67,16.95
92622,MP,21.67,17.0
91478,MP,21.67,17.04
91891,MP,21.67,17.09
92089,MP,21.67,17.13
92962,MP,21.67,17.18
88233,MP,21.67,23.03
91533,MP,21.67,17.22
91882,MP,21.67,17.27
93229,MP,21.67,17.31
88450,MP,21.67,17.36
92244,MP,21.67,17.41
90455,MP,21.67,21.31
90029,MP,21.67,17.45
92426,MP,21.67,17.5
93222,MP,21.67,17.54
89643,MP,21.67,17.59
90437,MP,21.67,19.58
91447,MP,21.67,17.63
93225,MP,21.67,17.68
90600,MP,21.67,17.86
91356,MP,21.67,17.72
88499,MP,21.67,17.77
93218,MP,21.67,17.81
89532,MP,21.71,50.0
91334,MP,21.77,50.0
89384,MP,21.82,50.0
88500,MP,21.88,50.0
89545,MP,21.94,50.0
89964,MP,22.0,50.0
89225,MP,22.03,26.48
88321,MP,22.03,28.2
88363,MP,22.03,29.92
89275,MP,22.03,31.65
91191,MP,22.03,33.37
91888,MP,22.03,35.09
91462,MP,22.03,36.82
92424,MP,22.03,38.54
93097,MP,22.03,40.26
88336,MP,22.03,41.99
87563,MP,22.03,43.71
89341,MP,22.03,45.43
90662,MP,22.03,47.16
93048,MP,22.03,48.88
88903,MP,22.03,50.61
91099,MP,22.03,52.33
91380,MP,22.03,54.05
92225,MP,22.03,55.78
92998,MP,22.03,57.5
89887,MP,22.03,78.18
93034,MP,22.03,59.22
92971,MP,22.03,60.95
91691,MP,22.03,62.67
92778,MP,22.03,64.39
92774,MP,22.03,66.12
88563,MP,22.03,67.84
92610,MP,22.03,69.56
90016,MP,22.03,71.29
92604,MP,22.03,73.01
92634,MP,22.03,74.73
90521,MP,22.03,76.46
89968,MP,22.05,50.0
89746,MP,22.11,49.09
89475,MP,22.17,49.09
92744,MP,22.22,49.09
92395,MP,22.28,49.09
89028,MP,22.34,49.09
89503,MP,22.4,49.09
90007,MP,22.45,49.09
88759,MP,22.51,49.09
88114,MP,22.57,49.09
92796,MP,22.62,49.09
92322,MP,22.68,49.09
90466,MP,22.74,49.09
90939,MP,22.8,49.09
89513,MP,22.85,49.09
88014,MP,22.91,49.09
89198,MP,22.97,49.09
90167,MP,23.02,49.09
89579,MP,23.08,48.21
89151,MP,23.14,48.21
90585,MP,23.2,48.21
87828,MP,23.25,48.21
89563,MP,23.31,48.21
92029,MP,23.33,75.86
90481,MP,23.33,73.53
89106,MP,23.33,71.21
93153,MP,23.33,64.24
92093,MP,23.33,66.56
91544,MP,23.33,68.89
92197,MP,23.33,38.75
92612,MP,23.33,57.27
92115,MP,23.33,59.59
88485,MP,23.33,61.92
89442,MP,23.33,54.95
91053,MP,23.33,37.95
89257,MP,23.33,52.62
92559,MP,23.33,50.3
90154,MP,23.33,47.98
92977,MP,23.33,37.16
91429,MP,23.33,45.65
88949,MP,23.33,36.36
89655,MP,23.33,43.33
91498,MP,23.33,41.01
90523,MP,23.33,38.68
90368,MP,23.37,48.21
93135,MP,23.42,48.21
87616,MP,23.48,48.21
89355,MP,23.54,48.21
93142,MP,23.6,48.21
92682,MP,23.65,48.21
90129,MP,23.71,48.21
88415,MP,23.73,39.54
91896,MP,23.73,40.34
92997,MP,23.73,41.13
89272,MP,23.73,41.93
92249,MP,23.73,42.72
92327,MP,23.73,43.52
89648,MP,23.73,44.32
91458,MP,23.73,45.11
93148,MP,23.73,45.91
90120,MP,23.73,60.54
90403,MP,23.73,46.7
87788,MP,23.73,47.5
88915,MP,23.73,48.29
92499,MP,23.73,49.09
93080,MP,23.73,49.89
91095,MP,23.73,50.68
91329,MP,23.73,51.48
92222,MP,23.73,52.27
92606,MP,23.73,53.07
88183,MP,23.73,53.86
92229,MP,23.73,54.66
88375,MP,23.73,55.46
92532,MP,23.73,56.25
90451,MP,23.73,61.18
91282,MP,23.73,57.05
92613,MP,23.73,57.84
89630,MP,23.73,61.82
88559,MP,23.73,58.64
93002,MP,23.73,59.43
91349,MP,23.73,60.23
92640,MP,23.73,61.02
90996,MP,23.77,47.27
91355,MP,23.82,47.27
89582,MP,23.88,47.27
92512,MP,23.94,47.27
91331,MP,24.0,47.27
89400,MP,24.05,47.27
91474,MP,24.11,47.27
89010,MP,24.17,47.27
92325,MP,24.22,47.27
90701,MP,24.28,47.27
89385,MP,24.34,47.27
89335,MP,24.4,47.27
90127,MP,24.45,47.27
89472,MP,24.51,47.27
92636,MP,24.57,47.27
88413,MP,24.62,47.27
89274,MP,24.68,47.27
89528,MP,24.74,46.43
91403,MP,24.8,46.43
90696,MP,24.85,46.43
89403,MP,24.91,46.43
92801,MP,24.97,46.43
89328,MP,25.0,59.9
89623,MP,25.0,65.56
92970,MP,25.0,58.61
90586,MP,25.0,59.26
87779,MP,25.0,57.97
89855,MP,25.0,66.32
88425,MP,25.0,56.69
88182,MP,25.0,57.33
89446,MP,25.0,55.41
88421,MP,25.0,56.05
93093,MP,25.0,53.48
92909,MP,25.0,54.12
92445,MP,25.0,54.77
92414,MP,25.0,52.2
92129,MP,25.0,52.84
91336,MP,25.0,51.56
88225,MP,25.0,67.09
93203,MP,25.0,49.64
93072,MP,25.0,50.28
91093,MP,25.0,50.92
89857,MP,25.0,67.86
91495,MP,25.0,48.35
89470,MP,25.0,49.0
89647,MP,25.0,47.71
88488,MP,25.0,47.07
93029,MP,25.0,46.43
92182,MP,25.0,57.14
91803,MP,25.02,46.43
88451,MP,25.08,46.43
92838,MP,25.14,46.43
92865,MP,25.2,46.43
89395,MP,25.25,46.43
91642,MP,25.31,46.43
89464,MP,25.37,46.43
89447,MP,25.42,64.79
92919,MP,25.42,64.02
89295,MP,25.42,63.25
92983,MP,25.42,61.71
92210,MP,25.42,62.48
92935,MP,25.42,60.18
89087,MP,25.42,60.95
89676,MP,25.42,55.57
89620,MP,25.42,56.34
89333,MP,25.42,57.1
88367,MP,25.42,57.87
87714,MP,25.42,58.64
87702,MP,25.42,59.41
90441,MP,25.42,36.06
92925,MP,25.42,54.03
89636,MP,25.42,54.8
93054,MP,25.42,49.42
92126,MP,25.42,50.19
91990,MP,25.42,50.96
89191,MP,25.42,51.73
88418,MP,25.42,52.49
88348,MP,25.42,53.26
93230,MP,25.42,46.35
93154,MP,25.42,47.12
91994,MP,25.42,47.88
91873,MP,25.42,48.65
93061,MP,25.42,45.58
92653,MP,25.42,44.81
88785,MP,25.42,44.04
89222,MP,25.42,43.27
91757,MP,25.42,36.36
93144,MP,25.42,40.97
92108,MP,25.42,41.74
92031,MP,25.42,42.51
93027,MP,25.42,40.2
89258,MP,25.42,39.43
92052,MP,25.42,37.9
91475,MP,25.42,38.66
90315,MP,25.42,37.13
89754,MP,25.42,45.45
92004,MP,25.48,45.45
92763,MP,25.54,45.45
89148,MP,25.6,45.45
92791,MP,25.65,45.45
91335,MP,25.71,45.45
89428,MP,25.77,45.45
89490,MP,25.82,45.45
92802,MP,25.88,45.45
92403,MP,25.94,45.45
90641,MP,26.0,45.45
88138,MP,26.05,45.45
90417,MP,26.11,45.45
90620,MP,26.17,44.64
91129,MP,26.22,44.64
88503,MP,26.28,44.64
90380,MP,26.34,44.64
90544,MP,26.4,44.64
90010,MP,26.45,44.64
90700,MP,26.51,44.64
89419,MP,26.57,44.64
91435,MP,26.62,44.64
89071,MP,26.67,35.75
90618,MP,26.67,35.45
91548,MP,26.67,35.15
93099,MP,26.67,34.85
89890,MP,26.67,33.63
89090,MP,26.67,33.94
89068,MP,26.67,34.24
87693,MP,26.67,34.54
93157,MP,26.67,33.03
92529,MP,26.67,33.33
92503,MP,26.67,32.72
91887,MP,26.67,32.12
91098,MP,26.67,32.42
93049,MP,26.67,31.21
92153,MP,26.67,31.51
89386,MP,26.67,31.82
91049,MP,26.67,28.18
92348,MP,26.67,30.0
91332,MP,26.67,30.3
88920,MP,26.67,30.6
88335,MP,26.67,30.91
88735,MP,26.67,29.69
88405,MP,26.67,29.39
89271,MP,26.67,29.09
93171,MP,26.67,28.48
90013,MP,26.67,28.79
91439,MP,26.68,44.64
90295,MP,26.74,44.64
89926,MP,26.8,44.64
92242,MP,26.85,44.64
87716,MP,26.91,43.64
89025,MP,26.97,43.64
90608,MP,27.02,43.64
93036,MP,27.08,43.64
92705,MP,27.12,27.88
89656,MP,27.12,27.27
89322,MP,27.12,27.57
89110,MP,27.12,26.97
88222,MP,27.12,26.33
93060,MP,27.12,26.06
89664,MP,27.12,26.36
89604,MP,27.12,26.67
92264,MP,27.12,25.45
88933,MP,27.12,25.76
91466,MP,27.12,23.94
89672,MP,27.12,24.24
89640,MP,27.12,24.54
88924,MP,27.12,24.85
87698,MP,27.12,25.15
92931,MP,27.12,23.64
89608,MP,27.12,26.64
91862,MP,27.12,23.33
90675,MP,27.12,22.73
88905,MP,27.12,23.03
91054,MP,27.12,26.96
92632,MP,27.12,21.82
90165,MP,27.12,22.12
88764,MP,27.12,22.42
87726,MP,27.12,21.51
92112,MP,27.12,21.21
88154,MP,27.12,27.27
92649,MP,27.12,20.61
91479,MP,27.12,20.91
91238,MP,27.12,20.0
92656,MP,27.12,20.3
92298,MP,27.14,43.64
91181,MP,27.2,43.64
91170,MP,27.25,43.64
89389,MP,27.31,43.64
92558,MP,27.37,43.64
88561,MP,27.42,43.64
91689,MP,27.48,43.64
88583,MP,27.54,43.64
89254,MP,27.6,43.64
89270,MP,27.65,43.64
90015,MP,27.71,43.64
91118,MP,27.77,42.86
91695,MP,27.82,42.86
93138,MP,27.88,42.86
91469,MP,27.94,42.86
92123,MP,28.0,42.86
90470,MP,28.05,42.86
89065,MP,28.11,42.86
88516,MP,28.17,42.86
93113,MP,28.22,42.86
89970,MP,28.28,42.86
89462,MP,28.33,25.7
88458,MP,28.33,26.02
92252,MP,28.33,25.07
91502,MP,28.33,25.39
91199,MP,28.33,24.13
89675,MP,28.33,24.45
89607,MP,28.33,24.76
93001,MP,28.33,23.51
89450,MP,28.33,23.82
91492,MP,28.33,23.19
90123,MP,28.33,18.44
90306,MP,28.33,22.88
91915,MP,28.33,22.25
89393,MP,28.33,22.56
91139,MP,28.33,21.94
90334,MP,28.33,21.0
89221,MP,28.33,21.31
88397,MP,28.33,21.62
92332,MP,28.33,20.06
92111,MP,28.33,20.37
90643,MP,28.33,20.68
88850,MP,28.33,17.86
93143,MP,28.33,19.74
92051,MP,28.33,19.11
88743,MP,28.33,19.43
91171,MP,28.33,18.8
89190,MP,28.33,18.49
92648,MP,28.33,18.17
90166,MP,28.34,42.86
91714,MP,28.4,41.82
91710,MP,28.45,41.82
89750,MP,28.51,41.82
90036,MP,28.57,41.82
87834,MP,28.62,41.82
90024,MP,28.68,41.82
88647,MP,28.74,41.82
92302,MP,28.8,41.82
91265,MP,28.81,19.01
92904,MP,28.81,19.59
88103,MP,28.81,20.16
92183,MP,28.81,20.74
92500,MP,28.81,21.31
92695,MP,28.81,21.89
92079,MP,28.81,22.46
89624,MP,28.81,61.64
92646,MP,28.81,23.04
92707,MP,28.81,23.62
92233,MP,28.81,24.19
92645,MP,28.81,24.77
91337,MP,28.81,25.34
92170,MP,28.81,25.92
93083,MP,28.81,26.49
90077,MP,28.81,62.07
91534,MP,28.81,27.07
89326,MP,28.81,27.64
91235,MP,28.81,28.22
91245,MP,28.81,62.5
92317,MP,28.81,28.79
89256,MP,28.81,29.37
90155,MP,28.81,29.95
88868,MP,28.81,50.91
91493,MP,28.81,30.52
90008,MP,28.81,31.1
91801,MP,28.81,36.36
90049,MP,28.81,31.67
90472,MP,28.81,32.25
91768,MP,28.81,34.55
90030,MP,28.81,32.82
90034,MP,28.81,33.4
93112,MP,28.81,33.97
89803,MP,28.85,41.82
89356,MP,28.91,41.82
92852,MP,28.97,41.82
91024,MP,29.02,41.82
92917,MP,29.08,41.82
89239,MP,29.14,41.82
90810,MP,29.2,41.82
89459,MP,29.25,41.82
89223,MP,29.31,41.82
88346,MP,29.37,41.82
89307,MP,29.42,41.82
88690,MP,29.48,41.07
92399,MP,29.54,41.07
89581,MP,29.6,41.07
92269,MP,29.65,41.07
89745,MP,29.71,41.07
90293,MP,29.77,41.07
87880,MP,29.82,41.07
88092,MP,29.88,41.07
90946,MP,29.94,41.07
91950,MP,30.0,41.07
93026,MP,30.0,60.78
92201,MP,30.0,61.21
88401,MP,30.0,60.35
90636,MP,30.0,59.48
88784,MP,30.0,59.92
90110,MP,30.0,52.59
91379,MP,30.0,58.62
89194,MP,30.0,59.05
92609,MP,30.0,57.76
90622,MP,30.0,58.19
91083,MP,30.0,57.33
88864,MP,30.0,53.02
92259,MP,30.0,56.47
88562,MP,30.0,56.9
90044,MP,30.0,56.04
90530,MP,30.0,55.61
89494,MP,30.0,54.74
88175,MP,30.0,55.18
91613,MP,30.0,53.45
92980,MP,30.0,54.31
90414,MP,30.0,53.88
89399,MP,30.05,41.07
92679,MP,30.11,41.07
91713,MP,30.17,41.07
91476,MP,30.22,41.07
89359,MP,30.28,41.07
92999,MP,30.34,41.07
92793,MP,30.4,41.07
90942,MP,30.45,41.07
92910,MP,30.51,52.16
91916,MP,30.51,51.3
88411,MP,30.51,51.73
90285,MP,30.51,55.49
93005,MP,30.51,49.14
92486,MP,30.51,49.58
90652,MP,30.51,50.01
89652,MP,30.51,50.44
89644,MP,30.51,50.87
91697,MP,30.51,48.28
88801,MP,30.51,48.71
89860,MP,30.51,56.03
90490,MP,30.51,47.42
89893,MP,30.51,47.85
91050,MP,30.51,56.56
92678,MP,30.51,46.99
90069,MP,30.51,46.56
92061,MP,30.51,57.1
92315,MP,30.51,45.7
92175,MP,30.51,46.13
89261,MP,30.51,45.27
89072,MP,30.51,57.64
90594,MP,30.51,44.4
89214,MP,30.51,44.84
90542,MP,30.51,43.97
91258,MP,30.51,58.18
92966,MP,30.51,43.11
92556,MP,30.51,43.54
91250,MP,30.51,43.64
90469,MP,30.51,42.68
91798,MP,30.51,41.82
90061,MP,30.51,42.25
91991,MP,30.51,41.07
89468,MP,30.57,41.07
90938,MP,30.62,41.07
92533,MP,30.68,41.07
91417,MP,30.74,40.0
92398,MP,30.8,40.0
92075,MP,30.85,40.0
90059,MP,30.91,40.0
92628,MP,30.97,40.0
91404,MP,31.02,40.0
89396,MP,31.08,40.0
91718,MP,31.14,40.0
93139,MP,31.2,40.0
92016,MP,31.25,40.0
92828,MP,31.31,40.0
92356,MP,31.37,40.0
91175,MP,31.42,40.0
90752,MP,31.48,40.0
89388,MP,31.54,40.0
93069,MP,31.6,40.0
89277,MP,31.65,40.0
92994,MP,31.67,54.95
92240,MP,31.67,53.87
91879,MP,31.67,54.41
92853,MP,31.67,52.79
92603,MP,31.67,53.33
93096,MP,31.67,50.1
91696,MP,31.67,50.64
89119,MP,31.67,51.18
88428,MP,31.67,51.72
88163,MP,31.67,52.26
91340,MP,31.67,49.03
90017,MP,31.67,49.56
90068,MP,31.67,48.49
92263,MP,31.67,47.95
88966,MP,31.67,43.64
90633,MP,31.67,47.41
93111,MP,31.67,46.33
90467,MP,31.67,46.87
92684,MP,31.67,45.79
91163,MP,31.67,45.26
91482,MP,31.67,44.72
91328,MP,31.67,44.18
91491,MP,31.71,40.0
91246,MP,31.77,40.0
90790,MP,31.82,40.0
88323,MP,31.88,40.0
90231,MP,31.94,39.29
89141,MP,32.0,39.29
90579,MP,32.05,39.29
92507,MP,32.11,39.29
88979,MP,32.17,39.29
92408,MP,32.2,43.34
89276,MP,32.2,43.03
92560,MP,32.2,42.43
92253,MP,32.2,42.73
88950,MP,32.2,58.18
91675,MP,32.2,41.52
89921,MP,32.2,41.82
88116,MP,32.2,42.12
92056,MP,32.2,40.31
89660,MP,32.2,40.61
89463,MP,32.2,40.91
88344,MP,32.2,41.22
93151,MP,32.2,39.4
92854,MP,32.2,39.7
90547,MP,32.2,40.0
91422,MP,32.2,37.88
90196,MP,32.2,38.19
90065,MP,32.2,38.49
89029,MP,32.2,38.79
87694,MP,32.2,39.1
89418,MP,32.2,37.58
92087,MP,32.2,36.37
91026,MP,32.2,36.67
89120,MP,32.2,36.97
88422,MP,32.2,37.28
88883,MP,32.2,58.18
90659,MP,32.2,36.06
89344,MP,32.2,35.76
91384,MP,32.2,35.46
91760,MP,32.2,34.55
90592,MP,32.2,35.16
93169,MP,32.2,34.85
91698,MP,32.22,39.29
91354,MP,32.28,39.29
90335,MP,32.34,39.29
88587,MP,32.4,39.29
88021,MP,32.45,39.29
87803,MP,32.51,39.29
92798,MP,32.57,39.29
91504,MP,32.62,39.29
91350,MP,32.68,39.29
91423,MP,32.74,39.29
89366,MP,32.8,39.29
88072,MP,32.85,39.29
93103,MP,32.91,39.29
92830,MP,32.97,39.29
92477,MP,33.02,39.29
92704,MP,33.08,39.29
93024,MP,33.14,39.29
90042,MP,33.2,39.29
88560,MP,33.25,39.29
88013,MP,33.31,39.29
91445,MP,33.33,58.18
